订单号,产品类别,产品名称,销售数量,单价,客户所在城市,支付方式,订单日期
1267771101,图书,杂志,6,322,昆明,支付宝,2025-06-20
5382622942,食品,巧克力,4,12,天津,现金,2025-06-29
6608639715,图书,绘本,4,113,广州,支付宝,2025-06-04
2326456036,服装,运动鞋,2,379,青岛,微信支付,2025-06-30
5715054308,服装,帽子,3,212,北京,现金,2025-06-24
7879993064,服装,T恤,1,140,昆明,微信支付,2025-06-09
3872263913,服装,帽子,1,265,福州,支付宝,2025-06-01
2121762538,服装,外套,1,186,北京,微信支付,2025-06-17
9939728107,电子产品,蓝牙耳机,1,126,郑州,现金,2025-06-02
8093345516,家居用品,台灯,10,246,广州,支付宝,2025-06-09
7602476783,图书,教材,3,15,天津,银行卡,2025-06-22
3799809778,食品,坚果,5,51,郑州,银行卡,2025-06-19
1884901107,图书,小说,10,380,成都,微信支付,2025-06-30
9273609971,服装,T恤,8,182,合肥,支付宝,2025-06-20
1061443317,服装,运动鞋,6,293,福州,银行卡,2025-06-19
5713012472,电子产品,充电宝,1,251,青岛,现金,2025-06-21
8908613368,图书,教材,2,367,深圳,银行卡,2025-06-29
1722287868,家居用品,台灯,8,340,武汉,银行卡,2025-06-10
7264335613,服装,帽子,8,344,武汉,微信支付,2025-06-05
2694405885,服装,帽子,7,16,南京,银行卡,2025-06-11
7467611906,食品,牛奶,8,360,福州,现金,2025-06-21
2650775300,食品,牛奶,10,351,南京,银行卡,2025-06-29
5358608133,食品,饼干,2,220,昆明,微信支付,2025-06-12
6071973642,家居用品,枕头,10,150,重庆,支付宝,2025-06-08
8586854156,服装,运动鞋,8,230,福州,支付宝,2025-06-05
8392791822,家居用品,台灯,8,49,成都,现金,2025-06-23
7043583759,服装,帽子,9,270,深圳,支付宝,2025-06-30
6626971407,食品,海苔,4,146,天津,支付宝,2025-06-28
9405595408,图书,漫画,7,375,成都,支付宝,2025-06-01
5771624209,图书,杂志,5,16,武汉,支付宝,2025-06-07
5858608915,电子产品,蓝牙耳机,9,2,广州,支付宝,2025-06-17
7086116627,食品,牛奶,7,243,杭州,微信支付,2025-06-30
8359943954,电子产品,充电宝,5,332,南京,现金,2025-06-22
8916160278,图书,漫画,10,126,天津,支付宝,2025-06-30
8995483406,服装,T恤,8,264,天津,现金,2025-06-22
8905215768,图书,教材,7,187,福州,微信支付,2025-06-17
8228288280,家居用品,收纳盒,4,206,昆明,银行卡,2025-06-27
3182769946,家居用品,台灯,3,99,北京,现金,2025-06-07
4349669143,电子产品,智能音箱,3,331,广州,现金,2025-06-02
1094860572,电子产品,蓝牙耳机,9,162,成都,支付宝,2025-06-16
7836380957,图书,小说,3,258,广州,银行卡,2025-06-02
5551232797,食品,坚果,4,386,天津,现金,2025-06-14
3714129695,图书,教材,5,83,重庆,微信支付,2025-06-28
8894363423,图书,漫画,9,46,广州,支付宝,2025-06-16
8156534564,电子产品,鼠标,2,255,上海,微信支付,2025-06-25
2939383589,家居用品,保温杯,1,152,深圳,银行卡,2025-06-21
5825347365,食品,海苔,5,126,重庆,微信支付,2025-06-29
1297471271,服装,T恤,2,258,合肥,现金,2025-06-27
1527742245,电子产品,智能音箱,6,109,青岛,现金,2025-06-17
6613368617,食品,巧克力,5,314,北京,微信支付,2025-06-11
4479743783,家居用品,枕头,1,337,青岛,银行卡,2025-06-09
3019163436,电子产品,蓝牙耳机,5,47,天津,现金,2025-06-29
4007104307,图书,小说,3,134,南京,现金,2025-06-06
7198709557,服装,运动鞋,6,34,杭州,现金,2025-06-09
3766202167,图书,绘本,9,99,成都,现金,2025-06-06
9552164665,服装,帽子,8,367,郑州,银行卡,2025-06-19
8579206970,电子产品,充电宝,4,57,福州,支付宝,2025-06-12
4445800257,服装,T恤,1,316,重庆,现金,2025-06-16
1607253829,图书,绘本,4,90,天津,现金,2025-06-18
6888263496,家居用品,台灯,10,122,昆明,支付宝,2025-06-28
6584549196,家居用品,毯子,10,322,青岛,微信支付,2025-06-04
6689226573,服装,运动鞋,2,386,广州,现金,2025-06-25
4683095886,食品,坚果,6,347,南京,银行卡,2025-06-05
5646505805,服装,运动鞋,3,74,成都,银行卡,2025-06-22
2435352397,电子产品,鼠标,7,399,郑州,银行卡,2025-06-27
3539146576,食品,巧克力,1,296,南京,现金,2025-06-18
9997891412,电子产品,鼠标,7,156,上海,支付宝,2025-06-06
8576608084,图书,杂志,5,231,成都,现金,2025-06-30
7814186839,家居用品,收纳盒,5,251,杭州,银行卡,2025-06-13
5173466969,食品,饼干,7,104,合肥,支付宝,2025-06-09
5498732381,食品,海苔,9,295,重庆,银行卡,2025-06-13
3903158128,食品,巧克力,5,64,广州,现金,2025-06-22
1331351411,电子产品,电动牙刷,4,223,北京,现金,2025-06-21
4779599731,图书,漫画,6,119,昆明,现金,2025-06-22
6658279284,图书,杂志,4,71,郑州,支付宝,2025-06-02
9694521206,家居用品,保温杯,10,240,重庆,银行卡,2025-06-17
1571512188,服装,运动鞋,7,305,杭州,微信支付,2025-06-17
7907020671,图书,绘本,8,330,成都,现金,2025-06-26
4190840705,图书,杂志,2,398,合肥,现金,2025-06-17
8480597893,服装,牛仔裤,6,156,成都,支付宝,2025-06-26
6121678726,食品,牛奶,8,318,杭州,银行卡,2025-06-03
9178658697,食品,饼干,2,39,北京,微信支付,2025-06-28
8440311692,图书,小说,4,192,天津,微信支付,2025-06-27
6849607565,电子产品,电动牙刷,10,108,武汉,支付宝,2025-06-17
8293742478,食品,饼干,3,32,青岛,支付宝,2025-06-16
8885698447,电子产品,蓝牙耳机,10,78,合肥,银行卡,2025-06-30
4284411793,服装,运动鞋,3,175,青岛,现金,2025-06-21
1762078609,电子产品,充电宝,8,164,天津,微信支付,2025-06-01
2204821395,家居用品,保温杯,6,17,重庆,微信支付,2025-06-14
8601964436,家居用品,收纳盒,8,222,上海,现金,2025-06-19
8297392022,图书,绘本,3,82,郑州,支付宝,2025-06-10
4429303704,服装,T恤,3,332,重庆,微信支付,2025-06-28
8541417369,家居用品,保温杯,8,1,深圳,现金,2025-06-17
8848476060,家居用品,保温杯,1,274,深圳,支付宝,2025-06-26
7623659424,食品,海苔,1,107,郑州,支付宝,2025-06-14
6887368610,家居用品,收纳盒,4,132,成都,支付宝,2025-06-13
9268066210,家居用品,保温杯,7,219,青岛,支付宝,2025-06-07
1203107746,电子产品,电动牙刷,8,367,武汉,支付宝,2025-06-25
4378959778,图书,教材,8,225,深圳,现金,2025-06-15
3707211687,食品,海苔,5,322,杭州,支付宝,2025-06-24
6787706796,食品,巧克力,9,246,郑州,微信支付,2025-06-02
4233160621,电子产品,鼠标,5,274,南京,银行卡,2025-06-03
4369956784,电子产品,蓝牙耳机,10,77,青岛,微信支付,2025-06-17
9576150960,食品,坚果,4,145,福州,现金,2025-06-07
9282295729,图书,教材,7,339,天津,现金,2025-06-07
4467154866,服装,外套,4,349,郑州,微信支付,2025-06-08
9208125366,家居用品,保温杯,10,85,昆明,微信支付,2025-06-26
9958938557,服装,帽子,9,81,广州,微信支付,2025-06-07
2516746173,图书,教材,4,181,广州,微信支付,2025-06-22
2467567551,食品,饼干,7,4,青岛,支付宝,2025-06-09
2045190080,图书,绘本,6,267,南京,现金,2025-06-10
8453558208,家居用品,毯子,9,167,武汉,银行卡,2025-06-09
8741533633,食品,巧克力,5,248,武汉,支付宝,2025-06-26
6712160195,家居用品,毯子,9,355,南京,微信支付,2025-06-17
8175910852,家居用品,台灯,6,72,郑州,银行卡,2025-06-02
5161056198,家居用品,台灯,6,213,成都,支付宝,2025-06-17
3118321607,家居用品,收纳盒,3,54,郑州,现金,2025-06-23
6044956616,电子产品,电动牙刷,1,343,合肥,现金,2025-06-21
8861165511,食品,坚果,4,170,武汉,微信支付,2025-06-16
6514104266,电子产品,蓝牙耳机,8,385,北京,支付宝,2025-06-03
5953951689,电子产品,鼠标,1,285,上海,微信支付,2025-06-18
3051638732,家居用品,保温杯,10,375,福州,现金,2025-06-22
6432202701,图书,教材,3,223,武汉,支付宝,2025-06-27
7736852429,食品,牛奶,2,351,上海,银行卡,2025-06-03
3881076687,电子产品,电动牙刷,4,41,福州,微信支付,2025-06-09
7771078608,食品,坚果,2,251,深圳,现金,2025-06-20
8624422867,服装,牛仔裤,7,120,南京,现金,2025-06-30
6629027801,图书,漫画,10,361,昆明,支付宝,2025-06-08
8980426713,电子产品,充电宝,5,315,郑州,支付宝,2025-06-03
4005480409,食品,巧克力,2,342,北京,微信支付,2025-06-15
3897026524,家居用品,保温杯,4,310,武汉,微信支付,2025-06-13
5672595423,食品,巧克力,2,271,天津,微信支付,2025-06-16
1136355295,家居用品,毯子,2,130,重庆,支付宝,2025-06-07
8775649251,服装,T恤,3,61,合肥,银行卡,2025-06-17
8151637988,家居用品,台灯,4,152,武汉,支付宝,2025-06-01
2654400483,家居用品,台灯,8,310,深圳,银行卡,2025-06-28
7561426920,图书,杂志,7,201,广州,银行卡,2025-06-09
2000381929,服装,帽子,6,186,天津,现金,2025-06-15
5400756202,图书,绘本,6,333,郑州,银行卡,2025-06-04
4421685228,电子产品,智能音箱,7,395,杭州,支付宝,2025-06-26
5112770542,电子产品,充电宝,10,110,昆明,现金,2025-06-04
9807677424,服装,T恤,2,357,天津,微信支付,2025-06-18
1383827443,家居用品,收纳盒,3,264,重庆,现金,2025-06-15
1475477497,食品,牛奶,3,390,南京,银行卡,2025-06-23
3479681020,图书,小说,1,385,南京,微信支付,2025-06-01
